fecha,medio,titulo,enlace,nivel_coincidencia,elenco_o_cuerpo,sentimiento,tema_principal,obra_mencionada,resumen_gemini,keywords_detectadas
2025-11-18 08:00,Teledoce.com,Brainrots italianos: el fenómeno viral que llega al Sodre - Teledoce.com,https://news.google.com/rss/articles/CBMixwFBVV95cUxNU2hhSnJVeWRMMmZWeXZGVllVVDNaRHM5SmdoNmpGVjV2RlYyOEMzTWpJSGNlQ29xeDFpTXhETWVSaEFXMDU0MW0zR3VGYkp3T0x5a01oNzV1ZU9tSWRLb0NCZU81S0dHMXQ0d0xEUWxFUlpYd19JVWI1YUFKcXFEYnJPWHhJZ3kxVEE0andVX09jbFRHaDNST2JrcmZJcm5mRkw4RHJoM0dNc2JYeXViWGVPMkpxRGsybE1XNWZKRWdfM3hYTU9R0gHMAUFVX3lxTE1aeF9HVjlhNlBHLXJ2aWJvS0RCQUthY1FxQllZMGVCejV3WU9aYzVPdU9sUGFGQlRqWDRNVDNHTF9kRlBtcGZDZGY4cklpT2dtSThWTjV4cVE2SE5BZHY4Z042UThhaUNMcDFPVGtYemlVZ1BJLXdhMlN4Q1VWTW5RbjRhNk1fckU1UFF6TjBHNVpZaU01NGh0SDl4dl9GSWc4RTZWeVduUWZMY3Qya01fbkNuQVQ0Z3NwQWg0R0dnaWdaSktJeVdKWDVlcA?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxNU2hhSnJVeWRMMmZWeXZGVllVVDNaRHM5SmdoNmpGVjV2RlYyOEMzTWpJSGNlQ29xeDFpTXhETWVSaEFXMDU0MW0zR3VGYkp3T0x5a01oNzV1ZU9tSWRLb0NCZU81S0dHMXQ0d0xEUW",Sodre Uruguay
2025-10-02 07:00,Montevideo Portal,Los Pericos: cambio de fecha y escenario de su concierto en Montevideo - Montevideo Portal,https://news.google.com/rss/articles/CBMivgFBVV95cUxOOUdwR3NkWEY2ZE9wMUVDOE9nT1pRMzBJQUJpMXRfOTF5S1FNZUdDYmpobV9TLXpXRmtqZVVMMmgteHA0VDRoZUZjanB5V3BCQ0ZBSklEaUtwZXlCZjN2R0p5ajVSVWhIZTdRMWdKUG1JOGpPeWdYazlfRFBSLXByOGdlZ1dsS1k0bnVtYjhKZmJGUmRCUTNJU1FCMmkxN19tblFzRFVfMXBzeDllUzVqbjZEREhfZXJHQWc0dnRn0gHiAUFVX3lxTE9CTU9RSEJRQ3MtT1JSc3BmWkpNd2lDS1U4WFdwTWlNMHp0MXo2VlBlVUNTN3JxWFdZX3hmalh3N3ZESG5fUDZ4WFIzR3dUMmVmOE5PWVRVb3R0R2ZHODUwc2tZVXJQUmh5dFg4QVdJc19TLVZYekNKdV94ejdLSUpnX1FqbnNxcjlWTloxaEs4aldkLXFaZHE0Z1pwNU56blNWLXhUY0VkWVlqRklYcEVXajYtNlRFRHkycEhYVDRrSFV3dGNCWWs5MHFJWHB3Y0ZoZFMyeUphaHhUc2ZvakZjbnc?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOOUdwR3NkWEY2ZE9wMUVDOE9nT1pRMzBJQUJpMXRfOTF5S1FNZUdDYmpobV9TLXpXRmtqZVVMMmgteHA0VDRoZUZjanB5V3BCQ0ZBSklEaUtwZXlCZjN2R0p5ajVSVWhIZTdRMWdKUG",Sodre Uruguay
2025-08-05 07:00,El Observador,Más de 1500 niños y niñas participarán de la primera edición de Infancias al Teatro: en qué consiste la propuesta - El Observador,https://news.google.com/rss/articles/CBMi7gFBVV95cUxQa0xHTC1kV09wckNxOUpueWh0azVmZDdoZFNsM1F4R1ZoTXBULWJKSG9zOHhmNURKcnRxLWJjVDgwTjc4SHYyTmlQd1ZJbk5jTEpMb1RhSVFzRjgxaVlRdE0wQkp6VUk5ZDR0RlZhaC00WHZNdTZkUmQ4XzBMQmR0ZEYxVUlVSTZKdHh4VktlSV9qS0NvclhmNGpCejhycHg1dVFxYnpOVnhUVlVUVHhJeXJZY3V5Z1ZNd3BJYUNBME5IUkxoVFRYUnk3OXJ1b08zd3VhaDVtOE1nZ3A1QXpQZVFnR1hrTG5NaUgzcHdn?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi7gFBVV95cUxQa0xHTC1kV09wckNxOUpueWh0azVmZDdoZFNsM1F4R1ZoTXBULWJKSG9zOHhmNURKcnRxLWJjVDgwTjc4SHYyTmlQd1ZJbk5jTEpMb1RhSVFzRjgxaVlRdE0wQkp6VUk5ZDR0RlZhaC",Sodre Uruguay
2025-06-19 07:00,EL PAÍS Uruguay,"""La venganza será terrible"" vuelve a Uruguay por sus 40 años: fecha, lugar, precios y cómo comprar las entradas - EL PAÍS Uruguay",https://news.google.com/rss/articles/CBMi7gFBVV95cUxNOXI2MVROZ2FQSUV5OE9jNGRIY0dBeVJBaHB3ZEt2QmdXVlQyTWNKYnJwWjZOSzNzRFphNnB0RlNtLXVWTUdfVzdmekxGWWJLTGtycEpaX1NjbnFMYkhXSktTZXF4NHBUbXBEbzFySGR5OERWcHJ3LUJvREt1Unlmb2FhTzJyNjVXT0pnbldVb1duU216ZFA0dXBUSGt4X1RvcHBiN2oxbUM3b0tpdFRsaGR0LTdnaWZlaVVzSjl5OFQxZFU5LWdZaDAyZEo1YkVfNlg2SzZSaWV6Wi1vaGVhdlhRTTFrb0xqME5iYThR?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi7gFBVV95cUxNOXI2MVROZ2FQSUV5OE9jNGRIY0dBeVJBaHB3ZEt2QmdXVlQyTWNKYnJwWjZOSzNzRFphNnB0RlNtLXVWTUdfVzdmekxGWWJLTGtycEpaX1NjbnFMYkhXSktTZXF4NHBUbXBEbzFySG",Sodre Uruguay
2025-12-15 08:00,EL PAÍS Uruguay,"Ágatha Ruiz de la Prada trae su muestra retrospectiva al Uruguay: carteles, afiches y trajes del Ballet del Sodre - EL PAÍS Uruguay",https://news.google.com/rss/articles/CBMi3gFBVV95cUxNc2xiV1NfZjcxcFUyUkE5bEZoczBmQmpacmlyaE4zRXdTck10SEVnLVI4LTZfUzVzNXFGOVUweHU5RVNVRGRZOWp6V1VvdG9Za1JBVDV5SnNqQlJzWDJ0QXEzeWUyMndqR01nS3hpM3RrOG1YZHVMX01XeEo3RFhHVUpNUWI5R1JJQWZKeTFvMlNWMUFWMTlHOVZ6d0o2S3hFVEhGSERza2VEaTdRdzBuRmRuV2JSZ3JBc05ONVBwS2hYNi03Wk1NQnkxYVZxR29FWUpvNWxQYmcyYlYxYXc?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi3gFBVV95cUxNc2xiV1NfZjcxcFUyUkE5bEZoczBmQmpacmlyaE4zRXdTck10SEVnLVI4LTZfUzVzNXFGOVUweHU5RVNVRGRZOWp6V1VvdG9Za1JBVDV5SnNqQlJzWDJ0QXEzeWUyMndqR01nS3hpM3",Sodre Uruguay
2025-04-14 07:00,ladiaria.com.uy,"Luis Pérez Aquino, nuevo presidente del Sodre: “Por la situación financiera que nos encontramos tuvimos que reprogramar algunos espectáculos” - ladiaria.com.uy",https://news.google.com/rss/articles/CBMilAJBVV95cUxOTkhibHBnYWFSc2ZwZHROeXNRNUZtdld5T1Q3WjA4NHVZU1g1SzBCdXZsMnNPa2ZtTE4wZXJSd0VQcVZxLUhMTXRHbDdXVnJ3ZTNJNzF6QS1xTGhneVRmWVB1TkpIWUE0NFB5N2xYcjl4NExSV3FCVWpNSmI5RUQ2aW1oOFUwdGpyNG9ZWkp5RU9vMkVxXzZQY2tRbGVjNDdxZ2xsb0syeFlVV3JiQ3ZuN1FxOTAxNlg0NjE4TC1xTU1Fa1dJczdybEZrMFJ4OFFoREhPMXhVc01sa1E1Wl9kMTdJeGc1dzdSNnQ5NUo4enhTaTlMMTBWblpyel9ZNFdqaTd5WjhUN3pCWFlUX2hKVm1Vcm7SAaQCQVVfeXFMT0VEamYyYzREUTR1NWFSZUYxYjM2YjE1M3VGRGhWblFMVDdVZXh2V2UyNDdHeC1YMXZDYmdKUG1EYkVJZkdiMUJlUWlBYzNRM0JLSHZWNUgyb0FWVDNfaE1IRDZmamdQWnhZTkR5aXhsU0lCQTY5ODU4RDBkSkg2Sk4zdnUwWUI0SUNSOFFhY1pDdzFsOEdrcVhWcnhEWlJWa0xieWUzNDRncWp2U01Ua21tdTRuYmFPUXZlMDBYTTFOQnVwd1JmYk54UDlTVHFDVHVLSENOblZfQ3pkUHZmNndVRXRGOG1XY1kyT2NJYXY3WEY3SFoxSDZtWU43RWZmQ0JjeHBLUFdsYnBwc1VqV2djdE9kVjBqTmxsT2hUeXhTaG40UQ?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMilAJBVV95cUxOTkhibHBnYWFSc2ZwZHROeXNRNUZtdld5T1Q3WjA4NHVZU1g1SzBCdXZsMnNPa2ZtTE4wZXJSd0VQcVZxLUhMTXRHbDdXVnJ3ZTNJNzF6QS1xTGhneVRmWVB1TkpIWUE0NFB5N2xYcj",Sodre Uruguay
2025-07-02 07:00,BÚSQUEDA,Martín Buscaglia dio un concierto en el Sodre a beneficio de Cimientos Uruguay - BÚSQUEDA,https://news.google.com/rss/articles/CBMitwFBVV95cUxOT0Fmbnp6cWZJYjV0MVRfLXZWOTY3dHVLTkVkd2VNdmEyX2MyRmlrQXhNX2dXNUhuUFlkYllvQmYzRVBUbHY1cVhNbkxSeG1JN1FLa2RZR0JnWkZ5NmlXTTcyTUJGZnNxSmdCWVNzYktnUFp1R3BPMTZGanJzN3AtV1BEZTNMcm9SSms3WS1lUTZSYk9LZENFNEgxMndtOHpVbXFvNWZiN05qcmJ6cUdIMGREQ2JhLVk?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxOT0Fmbnp6cWZJYjV0MVRfLXZWOTY3dHVLTkVkd2VNdmEyX2MyRmlrQXhNX2dXNUhuUFlkYllvQmYzRVBUbHY1cVhNbkxSeG1JN1FLa2RZR0JnWkZ5NmlXTTcyTUJGZnNxSmdCWVNzYk",Sodre Uruguay
2025-09-27 07:00,subrayado.com.uy,"En octubre se presenta por primera vez en Uruguay ""Tango Feroz: El Musical"". - subrayado.com.uy",https://news.google.com/rss/articles/CBMipAFBVV95cUxPVGVsdlVvc2hqOUVJMjBldm1xS0VkSEV0a18zV3h2MGtkUnRJOEZuY2VqRWVISGp3UUllS1R4OG1pNUQ4TkVJR2VMTi1ranJnZ2ZlM1Z6U2tkVEtmZGF0cmVfMHpvc1JuUVRMVVVGb3l2TlFPNlJMUk4yaVJzaHRyVWkyWkdvdU9qQW5nYXJwckFWanpkSGNLTDg2UHJHQnRZaG5oWNIBqgFBVV95cUxNdWhGZ3NndXlTS3hxc0hwekRrQnB0VXdQRUZLbEZRV250UGFtYmh5MkFXWTFVY1ZOQTEzaVc0SzMweVl2d1IzVmpYZ2ZXV2pva2JEUVBTQUJnaGI3MGxBRnVsWERlLXJ6aFdxUW5YVmlaQmIzanY5OTJTM0JfRmd3TzdmU25uek5mclJ3VzFYVlRudUFqc2k5MzlBa3ppQW5TaWxXUW1PLTZKQQ?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxPVGVsdlVvc2hqOUVJMjBldm1xS0VkSEV0a18zV3h2MGtkUnRJOEZuY2VqRWVISGp3UUllS1R4OG1pNUQ4TkVJR2VMTi1ranJnZ2ZlM1Z6U2tkVEtmZGF0cmVfMHpvc1JuUVRMVVVGb3",Sodre Uruguay
2025-10-21 07:00,EL PAÍS Uruguay,"Gemma Bond, la inglesa que hace un estreno mundial en el Sodre tras años de soñar con cómo contar a una estrella - EL PAÍS Uruguay",https://news.google.com/rss/articles/CBMi5gFBVV95cUxPeXNBYjBKb3FPLWtHeEVUaklwaG81WnRHdGIzODlHcEdJNjI5OHRDcHlOM0xrdUVuZXIzSDZaa1hycEd1STAyZUM0aF9mTllldF81bzN0UUZJTl9JT0JianRnLW04bGt1ay1qQXpYUTMwMXBGaUlHTUkwaWRfdW5wQVZ3dk1DOHpzSi1Wdnk5LXVqdUVzckR2b21ORUw5RUtGM2xWdjRuRC00UWNteGEwbUoxdGhUY2hka3huZm81SHVXSlM4ZUt4WjFOMGFqdjg0U3RpTnZqQ29JZHpielN3WWYzQVRXUQ?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi5gFBVV95cUxPeXNBYjBKb3FPLWtHeEVUaklwaG81WnRHdGIzODlHcEdJNjI5OHRDcHlOM0xrdUVuZXIzSDZaa1hycEd1STAyZUM0aF9mTllldF81bzN0UUZJTl9JT0JianRnLW04bGt1ay1qQXpYUT",Sodre Uruguay
2025-09-24 07:00,BÚSQUEDA,Dos espectáculos infantiles llegan al Sodre para dar cierre a las vacaciones de primavera - BÚSQUEDA,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOMTVkMkhhbWhVLXNIVWZKLW9ZRE1JVnkxalpiMmpHeXFMaGJUVEFSNWM3OGdJTmJKMFhSYlpGMThkdnlWbHlJdjk2NmN3Y1FRT3pIcW1lOEVSd3h5NlpIcmg4UW5xT3RBRktWLXppdmZJRkFKVVFac3NxTUZIc0VqbmpubWVlZlJ1YTdGZmVHY2JMOE43TzNpNVJPWUlTOFdzTmJ1YmtmelZJU1dvNUpFUGtPNFBSajhFSm45OU5qTm9aVjJqb2VkMw?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxOMTVkMkhhbWhVLXNIVWZKLW9ZRE1JVnkxalpiMmpHeXFMaGJUVEFSNWM3OGdJTmJKMFhSYlpGMThkdnlWbHlJdjk2NmN3Y1FRT3pIcW1lOEVSd3h5NlpIcmg4UW5xT3RBRktWLXppdm",Sodre Uruguay
2025-04-29 07:00,helvecia.com.uy,Teatro suizo. ¡Zucco llega a Uruguay! La Manufacture de Lausanne en la Sala Hugo Balzo del Sodre - helvecia.com.uy,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPbmNkRUU0WlJrX1J6WVREQ05fT2dpdkRkeGdudFcwRzYxa3RTOHE3NlEzYVNPNjAtc2Q3RGRySDc1OHBuMExzczl4VVBaRHU1SllXcEpIb0FoUUVWWjhHaFBzbFN3OFh0MjRKOENSTE5kOHBSdWx5dXdRaGZqTFFnd3hCTlZXUjNqYjZya1JqTGV6SlJzMlV1bTdTbTZQYlNqUVZrZHdtWlB0RU8tdmVrd2M2ZS1ZRDNkeGp4aHBiYllOS3lyNDZhZg?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxPbmNkRUU0WlJrX1J6WVREQ05fT2dpdkRkeGdudFcwRzYxa3RTOHE3NlEzYVNPNjAtc2Q3RGRySDc1OHBuMExzczl4VVBaRHU1SllXcEpIb0FoUUVWWjhHaFBzbFN3OFh0MjRKOENSTE",Sodre Uruguay
2025-08-29 07:00,Cooltivarte Portal,CANTICUÉNTICOS Celebra 10 años de shows en Uruguay a lo grande y suma nueva función - Cooltivarte Portal,https://news.google.com/rss/articles/CBMie0FVX3lxTE9la3NQcXNHQmtGUmRkTlN4c3NFa29hX1B6UEV3aGdtUFpxb3l2Qk5ZMU4zLXYtWlpWUGw2NDdBMHVGWnRNQlZMcU85ei1hVUtyTnM2d19nbjBxR3c1TGtaNmRhZklSSGthblRhdGd5NWFveVAtRDc4Zld0UQ?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMie0FVX3lxTE9la3NQcXNHQmtGUmRkTlN4c3NFa29hX1B6UEV3aGdtUFpxb3l2Qk5ZMU4zLXYtWlpWUGw2NDdBMHVGWnRNQlZMcU85ei1hVUtyTnM2d19nbjBxR3c1TGtaNmRhZklSSGthblRhdGd5NW",Sodre Uruguay
2025-05-26 07:00,EL PAÍS Uruguay,"Soledad festeja 30 años de trayectoria con un show en Uruguay: fecha, lugar y dónde comprar las entradas - EL PAÍS Uruguay",https://news.google.com/rss/articles/CBMi2gFBVV95cUxOUFBYR3NhRk96ejVvQ1FsU3N1clE1NEZCVlEzMXdzOF9uZWpickdrTFZJVERmb1kzQkR6YmVDY1UzemhGRHQyWWVGWXpZMGktN2p6RXNWd0VQMXZGbE9OZUVBZ2lGNlE1MWhDelphYXdiMlRiRlRJR2lhRl9UU2Q3STFtSV9QM0RWVmM2TmIzODBFbUZ1dERjTVVWMFIwMVlXbF96UlRsdm1McTFLNVdiTGloWG9TcXN5Yy1iR2hGY0tsdjI3Rl9HNkVHSkk5Rks5OElwbWxxb1dQQQ?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi2gFBVV95cUxOUFBYR3NhRk96ejVvQ1FsU3N1clE1NEZCVlEzMXdzOF9uZWpickdrTFZJVERmb1kzQkR6YmVDY1UzemhGRHQyWWVGWXpZMGktN2p6RXNWd0VQMXZGbE9OZUVBZ2lGNlE1MWhDelphYX",Sodre Uruguay
2025-10-14 07:00,helvecia.com.uy,“Italian Brainrots” en el Auditorio Nacional del Sodre - helvecia.com.uy,https://news.google.com/rss/articles/CBMikgFBVV95cUxPTThWemJiQUJhS1BKLTAzZUx0ejdERjFMc3dBYnNyWVJTdjdTWV96YUcydFJCSDVrbXhFVUQ3N2ZMQzA5RmZYbGdXS2ZUdkhpUmR5Nk4zMmlackZacUNycF84ZlRNcUQtSmtJQUMwdjhvdGJndDUyWWx0RnpJNVZqM3JfQ1NHU1FFMUJjUVR4ZVBjUQ?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxPTThWemJiQUJhS1BKLTAzZUx0ejdERjFMc3dBYnNyWVJTdjdTWV96YUcydFJCSDVrbXhFVUQ3N2ZMQzA5RmZYbGdXS2ZUdkhpUmR5Nk4zMmlackZacUNycF84ZlRNcUQtSmtJQUMwdj",Sodre Uruguay
2025-03-22 07:00,ladiaria.com.uy,Julieta Venegas sinfónica - ladiaria.com.uy,https://news.google.com/rss/articles/CBMif0FVX3lxTE1vSnBsUDg3MnNwdUIyV1B5UHZQbjZ1a3J5SU5qaFJIejJTZFk4ajF0WHNUX01YODl6d1h5UFlmb253UElKa0lDeUw3YXNoQXRhSFJ4Z240U0V1aU9GSEptaVk3ZGhiRkJLckxKSHBtSkdJMmFrY3JiZFdqRV9YUlXSAY8BQVVfeXFMT1ZaMFlSSkdlMnIyODFMb0ZkQ1pyTThrbzF3enpIcXA2YVpjSW5PRm9PS1FGQ0ZJcG5xU0RGNlZrcGQxRktzREtoZWwzYnVVNnBWSTZCWS1uZTkyLWhMRmZzWU9neVJqVEVMZ21SMXdTVFpiOUtFTFBHSXYyQkRGVkVxaDVtejJBUC15SlhBTGs?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTE1vSnBsUDg3MnNwdUIyV1B5UHZQbjZ1a3J5SU5qaFJIejJTZFk4ajF0WHNUX01YODl6d1h5UFlmb253UElKa0lDeUw3YXNoQXRhSFJ4Z240U0V1aU9GSEptaVk3ZGhiRkJLckxKSHBtSk",Sodre Uruguay
2025-06-20 07:00,Montevideo Portal,Llega la magia a las vacaciones de julio con una megaproducción: “Matilda: el musical” - Montevideo Portal,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQU1JtSlFTcDJ4OTdCbUNOaG1mcDVmcVFmMVZucGlpcG9sOFhmZ2ZJdjFidk14YTJuUHdzR3cwZUI4TlBjUTctanBDQm5rZjFLODVid2x4WkV1d0laQzd6aWsxVUpUYzA5YXVqRGN6LUh3cHdmcy1CVzMzNlAwa3lQbmZVZzRObzhPdDRfMWc2cUZXNGlqb3kya0JSVjg2alRERTJGUmNzUkV4ckt5ZWxEdWNlcnVTc3NzWm1uTWVVRGFDbmN1WlV3cUVjSGZ4WU50S1HSAfYBQVVfeXFMTVBkcEE2M1RDS2R3cEpaZ0J1cTBsQzctX040UHVtVnJkN1l0NFpKZkloX3NqRG5TM1BzYzgzeXYxMkh3RnBBM1NlSG5ZUDJpSmtMMFlrMU1feGphZWo4SzFEbDF5YmFlUzhYUFZmUWE1RzR0RjdjNFI5Nl8wM1R3UDdBRU1IM01NODZMRE16eE5kcXZWMVlzMEdqdXZ6LWJ0NDRDYlRpNlRBZlQxUGVRcnFxMWFtTE12VS1WdlBCeFRENFFBVU14MFhtTzF1NXZwaGlRdC0tYXozTHJyMjhLVHp6aTFwX1p5cGN2ZnVkcjUzSUFUcVBR?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi0gFBVV95cUxQU1JtSlFTcDJ4OTdCbUNOaG1mcDVmcVFmMVZucGlpcG9sOFhmZ2ZJdjFidk14YTJuUHdzR3cwZUI4TlBjUTctanBDQm5rZjFLODVid2x4WkV1d0laQzd6aWsxVUpUYzA5YXVqRGN6LU",Sodre Uruguay
2025-10-21 07:00,EL PAÍS Uruguay,"La artista francesa Emma Shapplin vuelve a Uruguay con su nueva gira ""Venere tour 2025"" - EL PAÍS Uruguay",https://news.google.com/rss/articles/CBMiwwFBVV95cUxQdURnMzQ5eHRxWjE1Z1JoSXVuNHdDOVdBalNhOU1YT01CZ2tyUWdGdUFGN3VHQjljVHE2ZkRoUXVaME92dVhTUmxqYlJ1Zk90c05iNkZrQnZvZTF2eDNJTk5iNWhOdzVQRXAwMkhRQ3B0X2tUOE92Z0JWMzJJT0hoSVRxdHFScVZELU5qUWhxOHQtNWJsWmo1NkhfNHVqVHNvTW9MOElRY1NBYWhxcDhhQXY4Ym8wc0ViOV90UW16QjRVRlU?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiwwFBVV95cUxQdURnMzQ5eHRxWjE1Z1JoSXVuNHdDOVdBalNhOU1YT01CZ2tyUWdGdUFGN3VHQjljVHE2ZkRoUXVaME92dVhTUmxqYlJ1Zk90c05iNkZrQnZvZTF2eDNJTk5iNWhOdzVQRXAwMkhRQ3",Sodre Uruguay
2025-11-06 08:00,Los Andes,Nicolás Rauss vuelve a Mendoza tras su polémica salida del Sodre: dirigirá a la Orquesta Sinfónica de la UNCuyo - Los Andes,https://news.google.com/rss/articles/CBMi4gFBVV95cUxON082YU5aM0l3TXlVZUZuYXJ2cGtFelZOY2R4MkhMU3pVa21oUHl3dlVNMWZjNEwwQ21ZLTZnejcwSTJZSG85RWQ4b2NPeG81YmNlS01IcHJFdG5vSS1DUVlKVThYdTdyS3VYM2t1V2J3YjBwS3kxSUpxOU1iZmZsVHpyc24wV291Y3ZwWktwZVZnQ1JGQU5JNlBEc0E1VEZybXVxWUliMFFnZkx6NlZsdkhwRTVSUUVCX1NtcHRMZVp1dm5ZMkJsTHZfQm1zU3duTTZXV0ZDbW9FVzFYYXJaRmNn?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi4gFBVV95cUxON082YU5aM0l3TXlVZUZuYXJ2cGtFelZOY2R4MkhMU3pVa21oUHl3dlVNMWZjNEwwQ21ZLTZnejcwSTJZSG85RWQ4b2NPeG81YmNlS01IcHJFdG5vSS1DUVlKVThYdTdyS3VYM2t1V2",Sodre Uruguay
2025-02-25 08:00,EL PAÍS Uruguay,"Palito Ortega anuncia nuevo show en Uruguay con su gira de despedida: dónde, cuándo y precios de las entradas - EL PAÍS Uruguay",https://news.google.com/rss/articles/CBMi4AFBVV95cUxNSmtHd0d5WUh4MVlMbk5Md2NBYlgySmJOX2l2TEdseU5TM2o4RWs1N1d0WlpmM1F0dGhnTUYzV05Xc0ZvNjJFSFNDV2h0ZWMwRnkzcVZXTlVOZWR2akY5d0haS0dKYk5KTXUzMG5ZZGY1OTBtTHNJNWQ2eWhPa0pudGdIalZQazhlZHFDYnE4cElEd2xhbzZwejJWb3FFZzNtLVZpQTFLOXU2X0lGMG1WZ3RJNTRhVVY2V0NrOVptcFRMTVVINExPUno5Z3B6UnZQNWYtS0RISGxiRVFuRkw0NA?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi4AFBVV95cUxNSmtHd0d5WUh4MVlMbk5Md2NBYlgySmJOX2l2TEdseU5TM2o4RWs1N1d0WlpmM1F0dGhnTUYzV05Xc0ZvNjJFSFNDV2h0ZWMwRnkzcVZXTlVOZWR2akY5d0haS0dKYk5KTXUzMG5ZZG",Sodre Uruguay
2025-08-20 07:00,Montevideo Portal,“Tango Feroz: el musical” se estrena en Montevideo con seis funciones en octubre - Montevideo Portal,https://news.google.com/rss/articles/CBMiygFBVV95cUxQdDIwVmxoS2V5aU84Z1hRWXlmdnRvOWlCUnVCZ3Z1dkVZNDd2c1RZS3J6ckxGMVgxVHpGcVpwV3FqUExjbm1pQWpmR29mRC1STzdJSkFQSVYtUnM0REVhMkF2NEVDNDBjdmc5Y01zdXRaRWJ1NFc0M0p5ZjRJMlpmZkRfeFBoYXFpSkZ1X1hNMlVBb2hmdGtsNWtiMFVIUURKRldVUU1QMEF1UGVVNkotYUtUMkpSVUFQRkI5Y2NnUDRvTURjR3QtR09R0gHuAUFVX3lxTE9iVWUyRlpsMHptWERJUF9lMTN5Z3h1MFZjd1lHRHJFeEJsSTdVU1dNcmxPQkI4XzRHUThXQXE0cjNyMUtQTURPZjVjOS1BejdGLVVaOXEtZmlyWG0tQk5pWHlHMzM2YzJXMUFVcXh6WU1RT0g3Uk04cjhLMWFrZDdIZHpLeDg4eTFMb2NXMlUwdnBTQzVuY085ZWE5VW9PQUJjSWY4V3Q4UkJqZFZPa0VuOU85cXpzY2R1MFhNWGJycms5OU90eHJIYnBGRzRyMDdYbHJlSExJZXdwSG5fVzNVaU9FZWt0UVpCZloyM2c?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiygFBVV95cUxQdDIwVmxoS2V5aU84Z1hRWXlmdnRvOWlCUnVCZ3Z1dkVZNDd2c1RZS3J6ckxGMVgxVHpGcVpwV3FqUExjbm1pQWpmR29mRC1STzdJSkFQSVYtUnM0REVhMkF2NEVDNDBjdmc5Y01zdX",Sodre Uruguay
